Pathway	ENRIQ_10_S11_L001_Coverage	ENRIQ_11_S12_L001_Coverage	ENRIQ_12_S13_L001_Coverage	ENRIQ_13_S14_L001_Coverage	ENRIQ_14_S15_L001_Coverage	ENRIQ_15_S16_L001_Coverage	ENRIQ_16_S17_L001_Coverage	ENRIQ_17_S18_L001_Coverage	ENRIQ_18_S19_L001_Coverage	ENRIQ_19_S20_L001_Coverage	ENRIQ_1_S2_L001_Coverage	ENRIQ_20_S21_L001_Coverage	ENRIQ_21_S22_L001_Coverage	ENRIQ_22_S23_L001_Coverage	ENRIQ_23_S24_L001_Coverage	ENRIQ_24_S25_L001_Coverage	ENRIQ_25_S26_L001_Coverage	ENRIQ_26_S27_L001_Coverage	ENRIQ_27_S28_L001_Coverage	ENRIQ_28_S29_L001_Coverage	ENRIQ_29_S30_L001_Coverage	ENRIQ_2_S3_L001_Coverage	ENRIQ_30_S31_L001_Coverage	ENRIQ_31_S32_L001_Coverage	ENRIQ_32_S33_L001_Coverage	ENRIQ_33_S34_L001_Coverage	ENRIQ_34_S35_L001_Coverage	ENRIQ_35_S36_L001_Coverage	ENRIQ_36_S37_L001_Coverage	ENRIQ_37_S38_L001_Coverage	ENRIQ_38_S39_L001_Coverage	ENRIQ_39_S40_L001_Coverage	ENRIQ_3_S4_L001_Coverage	ENRIQ_40_S41_L001_Coverage	ENRIQ_41_S42_L001_Coverage	ENRIQ_42_S43_L001_Coverage	ENRIQ_43_S44_L001_Coverage	ENRIQ_44_S45_L001_Coverage	ENRIQ_45_S46_L001_Coverage	ENRIQ_46_S47_L001_Coverage	ENRIQ_47_S48_L001_Coverage	ENRIQ_48_S49_L001_Coverage	ENRIQ_49_S50_L001_Coverage	ENRIQ_4_S5_L001_Coverage	ENRIQ_50_S51_L001_Coverage	ENRIQ_51_S52_L001_Coverage	ENRIQ_52_S53_L001_Coverage	ENRIQ_53_S54_L001_Coverage	ENRIQ_54_S55_L001_Coverage	ENRIQ_55_S56_L001_Coverage	ENRIQ_56_S57_L001_Coverage	ENRIQ_57_S58_L001_Coverage	ENRIQ_58_S59_L001_Coverage	ENRIQ_59_S60_L001_Coverage	ENRIQ_5_S6_L001_Coverage	ENRIQ_60_S61_L001_Coverage	ENRIQ_61_S62_L001_Coverage	ENRIQ_62_S63_L001_Coverage	ENRIQ_6_S7_L001_Coverage	ENRIQ_7_S8_L001_Coverage	ENRIQ_8_S9_L001_Coverage	ENRIQ_9_S10_L001_Coverage
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)	17525.3	19165.9	18270	12074.2	12205	165.903	4448.03	12778.7	11628	10799.6	17002	11130.1	10441.9	4805.78	11902.2	5005.6	11218.5	13199.4	11022.7	11940.9	11772.7	20165.1	12339.6	827.135	10882.6	10019.9	10805.6	10994.4	10071.3	11089.9	571.214	0.00118687	11454.6	0	3.51E-06	556.638	11167.3	1.28E-06	1.81E-05	0	0	5.25456	4.00E-06	19088.2	0.070792	0.157082	4225.79	0	0	0.0011725	0.0518415	0.00294086	0.0613607	0.950197	18336.8	0.00260412	18198	6880.19	20821.7	4059.59	12248	16561.8
PWY-6703: preQ0 biosynthesis	0.0122578	0.000136078	0	5.07134	2.60352	0.0109358	5.11E-05	0.123878	0.00152095	10548.7	0	2251.17	344.555	283.88	27.8142	415.22	157.274	0	0.0286723	0.0915461	305.341	3.41E-05	0	527.419	8903.11	7061.56	10804.9	7739.54	10067.6	166.119	0.00104517	0	0.415642	0	0	0	613.608	0	0	0	0	0	0.00108519	42.6114	0	0	0	0	0	0	0	0	0	0	1.5634	92.1273	0	210.212	9040.14	7.00E-05	1253.59	0
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6731: starch degradation III	0	0.000527064	0	1453.65	10.3967	1.80E-05	0.031107	1.98307	406.443	0.00121928	3.2544	0	0.0311486	7.40E-05	1.90E-05	0	2.96533	9.29476	0	1.31E-05	1.18E-06	95.3171	0.0567808	0	0	0	0.00120915	4.73E-05	7.05E-06	0	0	0	0.599247	0	0	0	0	0	0	0	0	0	0	7.64E-06	0	0	0	0	0	0	0	0	0	0	25.1617	0	0.799766	0.752939	168.053	80.8512	0.00404024	0
PWY-6749: CMP-legionaminate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing	0	0	0	0	0.289755	0	0	0	0	0	0	0	0	0	0	0	0	0.184204	0	0	0	0	0	0	0	0	0	0	0	0	0.00640049	0	0	5205.22	54.9847	0	0	0	0	1.59E-05	0	0	0	0	0	0	1258.49	6.83E-06	8016.36	0.00195961	0	0	1.99176	0.0041862	0	0	0	0	0	0	0	0
PWY-6823: molybdopterin biosynthesis	0	0	0	0.168853	3.55E-05	8.41E-06	0.0234206	1.28E-06	2.60879	0.00324637	0.00441818	0.00239742	3.68662	0	0.00542155	0.000526345	13.0891	0	5.63157	7.28E-05	18.0156	0.00148743	0	0	22.9578	14.8709	114.135	21.5461	2501.62	3.33E-06	0	0	1.19849	0	0	0	153.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0944616	0	1.2793	8.39173	0.205374	33.8623	2.03E-05	5.21981
PWY-6859: all-trans-farnesol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6891: thiazole component of thiamine diphosphate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3599.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0	0	0	0	1.89266	1.20E-06	0	0	0	5.40E-06	0	0	0	0	0	7.26E-06	0	2.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	11454.7	0	0	2.76E-05	0.124304	28.028	0	0	149.846	0	0	0.000144921	0.0707197	0	0	0	0.00453646	0	0	0.000704094	0.133174	0	7.17E-06	1.8988	0	696.337	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II	0	0	0	118.186	432.989	152.686	853.869	95.5147	7660.49	10779.8	0	9937.01	517.085	2673.47	411.138	4908.54	11218.4	7123.85	10163.5	11626.4	6768.71	0.0412041	1298.36	346.896	10805	8721.71	9073.52	9870.34	10071.3	11023.6	2016.93	3.94E-06	0.0751326	0	0.1119	4.29E-05	11166.2	0	127.808	0	0	0.000129394	0.0424315	0.000156533	7.60E-06	0.00497445	0.00407737	0	0	0.000632944	0.112031	1.07433	0	1.6755	52.0583	366.686	0	0.000373425	0	0.0607239	0	0
PWY-6901: superpathway of glucose and xylose degradation	0	0	0	11352.2	11953.8	3084.47	8623.84	11085.8	11065.5	10212.1	0	10906.1	8266.44	1507.25	8950.47	8573.32	10484.5	4596.25	10969.4	10448.2	11721.4	0	12237.7	299.773	10566.9	3272.86	10602.7	10083.3	10041	11026	9023.19	3112.89	0	0	0.712669	0.0207012	11123.5	1819.15	8388.98	1.77E-06	0	0	10262.4	0	10008.8	9580.6	0	0	0	3.11E-05	545.106	10507.1	0	3.66E-06	0	1.62941	0	0	0	0	0	0
PWY-6902: chitin degradation II (Vibrio)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6906: chitin derivatives degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)	0	0	0	8033.33	12235.5	12000.2	10919.8	2323.79	11628	10799.6	0	11130.1	10900.8	11828.9	11857.5	12099.6	11218.4	7103.02	11022.7	11535.5	11768.5	0	12224.2	12589.2	10882.5	10019.9	10805.6	10994.4	10071.3	11089.2	3399.29	13129	0	17219.3	71.3358	16311.8	11167.3	12845.7	11015.9	17702.9	10659.4	8664.77	13189.1	0	12055.3	11808.6	13883.4	13969.3	16649.8	14822.8	12587.1	11016.7	17928.8	18287.5	0	15709.9	0	0.00780558	0	0	0	0
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49E-06	0	0	0	0	0	0	0	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004552	0	0	0	0	1.25E-06	0	0	0	0	0	0	0	0.00119622	0	0	3.69771	0.0620098	0	0	0	0	0	0	2.58439	0	0	0	0	8.89E-05	1.63346	1.17E-05	0	0	0	0.00125863	0	0	0	0	0	0	0	0	0
"PWY-6992: 1,5-anhydrofructose degradation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7013: (S)-propane-1,2-diol degradation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-702: L-methionine biosynthesis II	0	0	0	9042.1	3.67E-05	11783.1	0	0.164957	11628	10799.6	0	11095.8	25.3724	11865.4	8770.1	9400.98	18.1414	5495.09	7378.96	0	3.84041	0	2.63367	12312.1	8243.15	10019.9	4821.55	96.8773	10071.3	11089.4	13041.5	13129	0	2.24E-05	0	0	11143.3	12845.7	12915.1	0.000120414	0	0	11678.5	0	12159.1	11921.1	0	7.69E-05	3.66E-05	12926.8	3721.52	10908.1	0.0613087	0	0	3258.88	0	0	0	0	0	0
"PWY-7039: phosphatidate metabolism, as a signaling molecule"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7094: fatty acid salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	1.08708	8.20176	5053.82	12074.6	12246.9	12008.1	13098.8	12778.7	11628	10799.6	13249.7	11130.1	10902.9	11939.2	11905	12099.9	11218.5	13239.6	11022.7	11940.9	11772.7	20470.7	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	13486.1	13129	7811.68	17220.6	17570.5	16512.1	11167.3	12845.7	12915.1	17707.9	18915.7	17252.5	13331.5	43.9641	12659.7	11926.3	18145.8	17087.3	16651.3	14823	12587.2	12218	17929.1	18288.3	13202.3	15830.5	79.1711	5121.69	32.5923	207.954	21.2011	11611.9
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type"	0	0	0	0	0.33692	0.0891567	813.117	0.26385	7.33E-05	0.00029267	0	2.23E-06	0.000225691	0.0561895	0.0149575	0	0.751914	11.7556	0	0.000450172	6.36167	0	5067.7	0	2.29E-05	0	5.19E-05	55.5603	0	2823.66	68.3333	0	0	0	0	0	0.158613	0	0	0	0	0	0.000191974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02E-06	0	0	0	0
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	0	0	0	12074.5	12246.9	12008.1	13098.8	12778.7	11628	10799.6	0	11130.1	10902.9	11933	11905	12099.9	11218.5	13244	11022.7	11940.9	11772.7	0	12545.5	12998.7	10882.6	10019.9	10805.6	10994.4	10071.3	11090	8492.15	13129	0	17220.2	17373.4	16041.7	11167.3	12845.7	12914.3	17600.6	18913.6	16470.1	13331.5	0	12659.7	11926.3	1997.32	15973.1	16651.3	14823	12587.2	12218	17928.8	18288.2	0	15830.1	0	1.13414	0	0	0	0
PWY-7118: chitin deacetylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95474	3.30E-06	0	0	0	35.8361	13480.7	0	0	0	0	0	351.862	0.634789	0	0	0	0	0.00315732	0.978455	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0	0	0	0	0	0	2.62E-05	0	0	73.5761	0	5.30322	6359.85	1834.11	34.5389	75.401	0	3.05E-05	0	0	0	0	2.71591	732.458	156.169	5820.21	0	441.159	1922.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22E-05	0	0	0	0	0	0	0	9.33E-06	0	0
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0	0	0	0	0	0	4.45E-05	0	0	128.024	0	9.27359	7338.01	211.759	55.8383	25.0817	0	5.43E-05	0	0	0	0	4.75206	10.8908	261.229	6382.74	0	160.745	2560.29	0	0	0	0	0	0	0	1.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08E-05	0	0	0	0	0	0	0	0	0	0
PWY-7199: pyrimidine deoxyribonucleosides salvage	174.194	0.308198	0.000137666	1876.37	11810.8	25.2617	8711.52	1555.49	9823.35	10799.6	6.92E-06	10051.6	10378.3	11614.4	8805.77	10768.2	11216.6	10906.3	10662.8	10969.7	11645.3	460.956	1.06637	12525.6	10336.5	10019.9	10805.6	10994.4	10071.3	6821.5	2745.28	20.7288	0	0	0.375231	0.0380918	11166.8	0	0.0232886	1.77E-06	0	8.87723	0	1460.03	375.424	0	9.34029	0.676514	0	0	0	0	1.61E-05	0.0149781	4.80473	0	181.063	977.905	358.618	0.0091192	0.35694	0.399597
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage	0	0	0	0	0	0	3.80E-05	0	0	109.99	0	7.95293	7385.69	2555.65	51.7334	112.75	0	4.64E-05	0	0	0	0	4.07343	1068.58	232.585	6765.43	0	648.723	2632.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71E-05	0	0	0	0	0	0	0	1.17E-05	0	0
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0	0	0	0	0	0	2.88E-05	0	0	82.7027	0	5.96576	6668.6	2025.11	38.8422	84.7601	0	3.44E-05	0	0	0	0	3.05532	818.253	175.376	6104.51	0	493.827	2112.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-05	0	0	0	0	0	0	0	9.33E-06	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis	17721.3	19165.9	18355.4	12074.6	12246.9	12008.1	13098.8	12778.7	11628	10799.6	17299.1	11130.1	10902.9	11939.2	11905	12099.9	11218.5	13206.2	11022.7	11940.9	11772.7	21340.3	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	12920.2	13129	21825	0.0155915	392.773	205.503	11167.3	12845.7	12915.1	3.54E-06	387.075	0.0891539	13327.2	19089.4	12659.7	11926.3	5179.6	156.887	0	13289.3	12587.2	12214.6	1.18214	249.233	18395.3	11004.7	18549	20180.6	20953.7	23334.7	22529.3	16561.8
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0	0	0	0	0	0	2.88E-05	0	0	82.7027	0	5.96576	6668.6	2025.11	38.8422	84.7601	0	3.44E-05	0	0	0	0	3.05532	818.253	175.376	6104.51	0	493.827	2112.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-05	0	0	0	0	0	0	0	9.33E-06	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0	0	0	0	0	0	5.76E-05	0	0	164.148	0	11.9251	8275.58	3462.86	77.4318	168.341	0	6.89E-05	0	0	0	0	6.10915	1539.6	345.189	7586.84	0	945.2	3492.44	0	0	0	0	0	0	0	1.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69E-05	0	0	0	0	0	0	0	1.87E-05	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0	0	0	0	1.22E-06	0	0.000115269	0	0	323.382	0	23.8247	9409.29	5368.61	153.863	332.062	0	0.000137739	0	0	0	0	12.2123	2753.13	669.154	8635.27	0	1740.75	5186.4	0	1.35E-06	0	0	0	0	0	1.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	3.73E-05	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III	0	0	0	0	12168.5	2.40E-06	9056.04	0.0303417	0.00855591	9733.01	0	5587.58	8896.54	11885.8	5258.99	10955.2	6594.88	1548.45	703.073	37.4311	737.843	0	152.308	521.935	10871	8431.47	10802.5	10792	10071.2	11082.5	5667.18	0.0202227	0	0	0	0	11131.7	1.28E-06	53.4069	0	0	0	6.5376	0	24.2408	0.0029446	0	0	0	83.425	4.59728	1804.2	0	0	0	0	0	0	0	0	0	0
"PWY-7237: myo-, chiro- and scyllo-inositol degradation"	35.4935	3353.69	41.6217	3.6421	291.644	1490	0.0675413	3039.26	4653.51	35.0401	571.206	625.17	150.928	181.978	0.000221434	0.00985052	10702.5	0	9.19293	3.73235	39.8414	0	0	7.15E-05	5376.89	199.975	1223.08	5.03771	6107.67	2841.13	0	2.63E-06	237.216	0	0	0	63.56	0	0.0215941	0	0	0	0.689493	7741.55	0	0	0	0	0	0	15.0589	5.62E-05	0	0	0	0	11.343	0.00119698	0	1338.29	645.528	4247.47
PWY-7238: sucrose biosynthesis II	17721.3	19165.9	18355.4	12074.6	12246.9	12008.1	13098.8	12778.7	11628	10799.6	17299.1	11130.1	10902.9	11939.2	11905	12099.9	11218.5	13244.1	11022.7	11940.9	11772.7	21340.4	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	13486.1	13129	21825	17220.6	17570.5	16512.1	11167.3	12845.7	12915.1	17707.9	18914.7	17252.5	13331.5	19089.4	12659.7	11926.3	18145.8	17087.3	16651.3	14823	12587.2	12218	17929.1	18288.3	18395.3	15830.5	18549	20185.1	20953.7	23334.7	22533.4	16561.8
PWY-7242: D-fructuronate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	16562.3	14318.7	15521	12074.6	12246.7	12008.1	13098.6	12778.7	11628	10799.6	16431.1	11130.1	10902.9	11939.2	11904.9	12099.9	11218.5	9570.83	11022.7	11940.9	11772.7	1432.97	12545.2	12738.8	10882.6	10019.9	10805.6	10994.4	10071.3	11089.9	13214.9	13129	12192.2	3.62E-05	0	0	11167.3	12845.7	12915.1	0.000148746	0	0	13328.3	9003.07	12601.2	11923.2	1.09E-05	0.000128155	0	13473.9	12587.1	12215.8	0.0996376	0	5620.37	4570.65	18306	7525.14	8846.81	1949.68	8756.75	16560.8
PWY-7254: TCA cycle VII (acetate-producers)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7269: mitochondrial NADPH production (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427.116	0	0	0	0	0	0	0	2.16271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0	0	0	0	0.000102874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0	0	0	0.0203794	12244.6	1505.85	0	0.000812723	6883.73	10167.7	0	803.603	5527.63	6242.16	0.167703	1447.33	9283.71	10739.3	11022.7	2912.5	7972.08	0	49.4675	0.0106596	5078.23	9604.12	10163.7	10775.5	10070.7	7586.58	7908.8	12973.4	0	0	0	0	11167.3	2628.85	1711.75	0	0	0	11710.8	0	10144	11926.2	0	0	0	0	12272.7	6511.5	0	0	0	0.000506576	0	0	0	0	0	0
"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7345: superpathway of anaerobic sucrose degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67077	0	0	0	0	0	0	4.35E-06	0	0	0	0	0	5.03857	0	0	0	0	0	0	0	4.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74E-05	0	0	0	0	0	0
PWY-7356: thiamine diphosphate salvage IV (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0579816	0	0	0	0	0	0	0	0	1.25E-06	0.000555079	0	0	0	0	0	0	0.259886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	1.7515	0.0625231	0.0542917	11237.9	4550.12	971.742	6496.98	8616.47	11583.2	10799.6	6898.25	11129.9	9717.84	8627.23	11708.7	11447.1	11218.5	12988.7	11022.7	11938	6835.29	4683.48	12452.1	6013.73	10882.6	9542.72	10755.1	10981.1	10071.3	11089.7	1291.81	3.94E-06	5344.63	0	0.0665606	2.48E-05	11167.2	0.00513571	345.503	0	0	7.76E-05	0.0377175	0.0194292	6.33E-06	0.00445327	0.00241703	0	0	0.000375023	0.254208	8.41517	0	0.99949	600.894	252.406	342.102	0.430657	939.045	62.6028	0.00647835	15161.7
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
